hellocabs,Delhi,non-AC Sedan,23:00,325.0,20.0,16.25,1.67,260.0,20.0,13.0,1.67,05:00
hellocabs,Delhi,AC Sedan,23:00,350.0,20.0,17.5,1.67,280.0,20.0,14.0,1.67,05:00
