easycabs,Delhi,Sedan,23:00,86.25,3,28.75,0.5,69,3,23,0.5,5:00
easycabs,Mumbai,Sedan,00:00,33.75,1,25,2.5,27,1,20,2,5:00
easycabs,Hyderabad,Sedan,23:00,50,2,26.25,1,40,2,21,1,5:00
easycabs,Bangalore,Sedan,00:00,88,4,21.45,0.67,80,4,19.5,0.67,6:00
