sachincabs,Delhi,AC Sedan,23:00,250,15,13.75,2.08,200,15,11,1.67,5:00,,100
sachincabs,Delhi,non-AC Sedan,23:00,250,15,12.5,2.08,200,15,10,1.67,5:00,,100
